#COM_Bin	Avg_cosine_squared
#Order is chain type
0	0	0	0	
1	0	0	0	
2	0	0	0	
3	0	0	0	
4	3.540444E-01	2.679327E-01	3.311114E-01	
5	3.344238E-01	2.452092E-01	3.313436E-01	
6	3.325649E-01	3.212877E-01	3.357719E-01	
7	0	0	0	
8	3.311695E-01	3.242529E-01	3.422181E-01	
9	3.308482E-01	3.662796E-01	3.425293E-01	
10	0	0	0	
11	3.333200E-01	3.026728E-01	3.391686E-01	
12	3.303383E-01	3.217348E-01	3.367288E-01	
13	3.278332E-01	3.777963E-01	3.334454E-01	
14	3.286383E-01	3.171025E-01	3.342562E-01	
15	0	0	0	
16	3.329269E-01	3.176524E-01	3.308592E-01	
17	3.378948E-01	3.574804E-01	3.269072E-01	
18	3.328898E-01	3.206858E-01	3.288299E-01	
19	3.292636E-01	3.096446E-01	3.207299E-01	
20	3.304020E-01	3.395928E-01	3.287859E-01	
21	3.298028E-01	3.339755E-01	3.313414E-01	
22	3.294841E-01	3.389661E-01	3.319551E-01	
23	3.330083E-01	3.346416E-01	3.321150E-01	
24	3.338987E-01	3.465618E-01	3.307226E-01	
25	3.306286E-01	3.571053E-01	3.330702E-01	
26	3.287720E-01	3.299080E-01	3.291125E-01	
27	3.376906E-01	2.854737E-01	3.308528E-01	
28	3.316366E-01	3.688879E-01	3.277560E-01	
29	3.337966E-01	3.424762E-01	3.250387E-01	
30	3.321087E-01	3.502265E-01	3.326484E-01	
31	3.289567E-01	3.641982E-01	3.219157E-01	
32	3.326925E-01	3.464778E-01	3.268634E-01	
33	3.371726E-01	3.332743E-01	3.263999E-01	
34	3.280570E-01	3.314247E-01	3.282553E-01	
35	3.265824E-01	3.404375E-01	3.284842E-01	
36	3.310082E-01	3.309279E-01	3.269972E-01	
37	3.320109E-01	3.369506E-01	3.240308E-01	
38	3.324314E-01	3.222328E-01	3.249907E-01	
39	3.266086E-01	3.298122E-01	3.249208E-01	
40	3.272214E-01	3.333668E-01	3.227960E-01	
41	3.257917E-01	3.295562E-01	3.190447E-01	
42	3.288543E-01	3.335133E-01	3.233340E-01	
43	3.270253E-01	3.320918E-01	3.192088E-01	
44	3.246621E-01	3.087302E-01	3.211962E-01	
45	3.278204E-01	3.410481E-01	3.191477E-01	
46	3.253785E-01	3.069566E-01	3.201560E-01	
47	3.238647E-01	3.379996E-01	3.206431E-01	
48	3.235177E-01	3.275121E-01	3.206997E-01	
49	3.236949E-01	3.243374E-01	3.211231E-01	
50	3.228156E-01	3.172835E-01	3.201289E-01	
51	3.279285E-01	3.324967E-01	3.206265E-01	
52	3.244716E-01	3.357462E-01	3.226385E-01	
53	3.220753E-01	3.165851E-01	3.227487E-01	
54	3.259869E-01	3.374859E-01	3.212615E-01	
55	3.203252E-01	3.252056E-01	3.235368E-01	
56	3.222812E-01	3.377616E-01	3.217956E-01	
57	3.218840E-01	3.374518E-01	3.229197E-01	
58	3.201609E-01	3.227828E-01	3.250133E-01	
59	3.210014E-01	3.241536E-01	3.232845E-01	
60	3.204380E-01	3.284954E-01	3.232523E-01	
61	3.214491E-01	3.156273E-01	3.224316E-01	
62	3.203437E-01	3.268460E-01	3.220596E-01	
63	3.185409E-01	3.187235E-01	3.226769E-01	
64	3.197583E-01	3.163531E-01	3.223002E-01	
65	3.208654E-01	3.290140E-01	3.188818E-01	
66	3.218970E-01	3.256095E-01	3.219952E-01	
67	3.173189E-01	3.232316E-01	3.196385E-01	
68	3.188127E-01	3.277785E-01	3.217017E-01	
69	3.178069E-01	3.296521E-01	3.211413E-01	
70	3.172417E-01	3.210649E-01	3.204098E-01	
71	3.176228E-01	3.377927E-01	3.196873E-01	
72	3.164505E-01	3.195101E-01	3.205460E-01	
