#COM_Bin	Avg_cosine_squared
#Order is chain type
0	0	0	0	
1	0	0	0	
2	0	0	0	
3	0	0	0	
4	3.130835E-01	3.199870E-01	3.049438E-01	
5	3.286742E-01	3.320517E-01	3.443261E-01	
6	3.214512E-01	3.275323E-01	3.303385E-01	
7	0	0	0	
8	3.357342E-01	3.230539E-01	3.362770E-01	
9	3.353882E-01	3.272333E-01	3.438213E-01	
10	0	0	0	
11	3.280095E-01	3.266191E-01	3.479946E-01	
12	3.365554E-01	3.246861E-01	3.280964E-01	
13	3.300761E-01	3.225719E-01	3.397641E-01	
14	3.385639E-01	3.258402E-01	3.428138E-01	
15	0	0	0	
16	3.294201E-01	3.239844E-01	3.389756E-01	
17	3.340787E-01	3.325465E-01	3.468228E-01	
18	3.270031E-01	3.262210E-01	3.430812E-01	
19	3.273278E-01	3.278027E-01	3.483343E-01	
20	3.305872E-01	3.266381E-01	3.365721E-01	
21	3.342959E-01	3.230070E-01	3.401612E-01	
22	3.395533E-01	3.295145E-01	3.302212E-01	
23	3.369739E-01	3.291253E-01	3.414937E-01	
24	3.393172E-01	3.244447E-01	3.352178E-01	
25	3.334721E-01	3.270135E-01	3.342749E-01	
26	3.364411E-01	3.320792E-01	3.325528E-01	
27	3.410882E-01	3.335491E-01	3.324551E-01	
28	3.327928E-01	3.277129E-01	3.341337E-01	
29	3.325716E-01	3.272684E-01	3.332353E-01	
30	3.341672E-01	3.284766E-01	3.370126E-01	
31	3.336873E-01	3.195281E-01	3.302550E-01	
32	3.310876E-01	3.248454E-01	3.361955E-01	
33	3.303971E-01	3.234808E-01	3.323367E-01	
34	3.310934E-01	3.267050E-01	3.318221E-01	
35	3.341121E-01	3.246315E-01	3.350401E-01	
36	3.330777E-01	3.278606E-01	3.396264E-01	
37	3.308180E-01	3.277714E-01	3.378579E-01	
38	3.294250E-01	3.348563E-01	3.334452E-01	
39	3.286153E-01	3.325746E-01	3.347076E-01	
40	3.317267E-01	3.307641E-01	3.320476E-01	
41	3.305130E-01	3.258681E-01	3.342412E-01	
42	3.286804E-01	3.267600E-01	3.295297E-01	
43	3.257156E-01	3.258231E-01	3.344474E-01	
44	3.275536E-01	3.282067E-01	3.283846E-01	
45	3.308472E-01	3.268955E-01	3.293960E-01	
46	3.280423E-01	3.276402E-01	3.308746E-01	
47	3.282157E-01	3.274765E-01	3.281185E-01	
48	3.279802E-01	3.262619E-01	3.264009E-01	
49	3.286573E-01	3.242813E-01	3.267876E-01	
50	3.265966E-01	3.240648E-01	3.216600E-01	
51	3.285193E-01	3.273149E-01	3.213225E-01	
52	3.255353E-01	3.257287E-01	3.237939E-01	
53	3.270863E-01	3.256309E-01	3.276509E-01	
54	3.277361E-01	3.272743E-01	3.229715E-01	
55	3.307342E-01	3.269739E-01	3.266645E-01	
56	3.280157E-01	3.312298E-01	3.238808E-01	
57	3.276816E-01	3.262222E-01	3.230096E-01	
58	3.271732E-01	3.284668E-01	3.260989E-01	
59	3.234897E-01	3.295891E-01	3.207107E-01	
60	3.265443E-01	3.299857E-01	3.257454E-01	
61	3.233220E-01	3.306206E-01	3.213186E-01	
62	3.244347E-01	3.267425E-01	3.231686E-01	
63	3.233579E-01	3.283294E-01	3.234606E-01	
64	3.214914E-01	3.299343E-01	3.234671E-01	
65	3.243120E-01	3.257157E-01	3.194986E-01	
66	3.227229E-01	3.307767E-01	3.216612E-01	
67	3.222442E-01	3.266802E-01	3.208907E-01	
68	3.209811E-01	3.274699E-01	3.196903E-01	
69	3.210015E-01	3.252885E-01	3.235855E-01	
70	3.204892E-01	3.271220E-01	3.214125E-01	
71	3.234028E-01	3.250295E-01	3.186174E-01	
72	3.194749E-01	3.243186E-01	3.224758E-01	
