#COM_Bin	Avg_cosine_squared
#Order is chain type
0	0	0	0	
1	0	0	0	
2	0	0	0	
3	0	0	0	
4	3.441647E-01	3.540220E-01	3.413571E-01	
5	3.311496E-01	3.334633E-01	3.394986E-01	
6	3.382226E-01	3.315867E-01	3.225755E-01	
7	0	0	0	
8	3.278318E-01	3.377277E-01	3.339983E-01	
9	3.282303E-01	3.365996E-01	3.296087E-01	
10	0	0	0	
11	3.203390E-01	3.380027E-01	3.252045E-01	
12	3.307982E-01	3.387345E-01	3.267353E-01	
13	3.206608E-01	3.325342E-01	3.286406E-01	
14	3.382351E-01	3.442280E-01	3.371687E-01	
15	0	0	0	
16	3.435101E-01	3.471175E-01	3.316016E-01	
17	3.395783E-01	3.348843E-01	3.320003E-01	
18	3.406946E-01	3.406951E-01	3.315904E-01	
19	3.320807E-01	3.478906E-01	3.271835E-01	
20	3.406529E-01	3.446512E-01	3.331650E-01	
21	3.348407E-01	3.429526E-01	3.370804E-01	
22	3.376036E-01	3.370575E-01	3.398499E-01	
23	3.362876E-01	3.347000E-01	3.315271E-01	
24	3.379562E-01	3.397896E-01	3.391309E-01	
25	3.423051E-01	3.382505E-01	3.329963E-01	
26	3.346655E-01	3.330256E-01	3.346867E-01	
27	3.373683E-01	3.307804E-01	3.285216E-01	
28	3.347983E-01	3.320471E-01	3.345963E-01	
29	3.354849E-01	3.323758E-01	3.347245E-01	
30	3.352635E-01	3.332271E-01	3.335185E-01	
31	3.374055E-01	3.352286E-01	3.298427E-01	
32	3.382005E-01	3.335202E-01	3.321973E-01	
33	3.378262E-01	3.293002E-01	3.325020E-01	
34	3.378545E-01	3.302329E-01	3.305876E-01	
35	3.320633E-01	3.341927E-01	3.312046E-01	
36	3.332379E-01	3.272952E-01	3.282559E-01	
37	3.330070E-01	3.308200E-01	3.310463E-01	
38	3.327208E-01	3.237469E-01	3.338950E-01	
39	3.349657E-01	3.272482E-01	3.334143E-01	
40	3.321631E-01	3.321494E-01	3.287170E-01	
41	3.339095E-01	3.286350E-01	3.301978E-01	
42	3.288289E-01	3.276109E-01	3.322113E-01	
43	3.300359E-01	3.304705E-01	3.276848E-01	
44	3.307382E-01	3.294722E-01	3.267597E-01	
45	3.270531E-01	3.282252E-01	3.249322E-01	
46	3.272263E-01	3.308297E-01	3.246263E-01	
47	3.257649E-01	3.302630E-01	3.244178E-01	
48	3.271769E-01	3.325355E-01	3.203674E-01	
49	3.251218E-01	3.290825E-01	3.225419E-01	
50	3.271564E-01	3.324707E-01	3.194253E-01	
51	3.258558E-01	3.337249E-01	3.217247E-01	
52	3.259783E-01	3.285532E-01	3.199362E-01	
53	3.242261E-01	3.328916E-01	3.184567E-01	
54	3.228663E-01	3.267296E-01	3.141507E-01	
55	3.245563E-01	3.292721E-01	3.129899E-01	
56	3.233795E-01	3.294234E-01	3.163784E-01	
57	3.207594E-01	3.290496E-01	3.147310E-01	
58	3.218161E-01	3.300608E-01	3.165268E-01	
59	3.201720E-01	3.286068E-01	3.125685E-01	
60	3.227003E-01	3.261326E-01	3.163864E-01	
61	3.212685E-01	3.273035E-01	3.125369E-01	
62	3.206996E-01	3.261072E-01	3.142932E-01	
63	3.160505E-01	3.248581E-01	3.171489E-01	
64	3.209314E-01	3.220672E-01	3.206963E-01	
65	3.201672E-01	3.231977E-01	3.190029E-01	
66	3.188743E-01	3.265279E-01	3.176701E-01	
67	3.187490E-01	3.239411E-01	3.191159E-01	
68	3.195868E-01	3.214115E-01	3.166518E-01	
69	3.199933E-01	3.259791E-01	3.175881E-01	
70	3.179661E-01	3.232287E-01	3.192106E-01	
71	3.198019E-01	3.245788E-01	3.159768E-01	
72	3.190125E-01	3.198231E-01	3.186371E-01	
